identifiant_ban;numero_dpe
73156_0190;2173E0753898X
73150_2ea47s_00115;2173E0847164B
73150_0823;2173E0640029I
73011_0015_00005;2173E1005435K
73296_A147;2173E0390279O
73054_1055;2173E0545603O
73257_0514;2173E0974296T
73304_0455_00029;2173E0618973M
73011_0730_00018;2173E0151666D
73222_0020_00200;2173E0216561C
73150_hvvd9h;2173E0929996X
NA;2173E0358750X
73028_0020_00468;2173E0425193K
73064_0220_00043;2173E0190728N
73304_hn45x5;2173E0416599W
73023_0003;2173E0406021A
73038_0011_00008;2173E0520845I
73067_0100;2173E0789008H
73232_X002;2173E0392885U
73006_1275;2173E0741002X
73032_0072;2173E0726192H
73065_2770_00115;2173E0804712H
73150_8cpzcp;2173E1014355M
73054_0020_00102;2173E0390713G
NA;2173E0506875A
73057_0002;2173E0850748X
73197_0060;2173E0450253G
NA;2173E0130659E
73087_0790;2173E0396831O
73029_0050_00025;2173E0173392T
73064_0210_00050;2173E0981537G
73150_pvnifh;2173E0495804F
73065_0220_00615;2173E0758628V
73150_0823;2173E0733855A
73206_0019_00239;2173E0031916J
73031_0241_01136;2173E0915346L
73330_0218_00061;2173E0554480Z
73054_A061;2173E0774127Y
73065_3879;2173E0647154J
73008_0380_00002;2173E0958037K
73114_0490_01169;2173E0490541U
73023_71oxh6;2173E0758260R
73015_0960;2173E0802839G
73054_A151;2173E0498474X
73157_0253_00090;2173E0291391E
NA;2173E0655676D
73054_A151;2173E0737114J
73248_0170_00445;2173E0940062B
73150_0871;2173E0709598B
73150_0kr51u;2173E0636618D
73142_A040;2173E0098490X
73022_0270;2173E0983612B
73257_0531_00130;2173E0634493K
73157_0102_00835;2173E0349007E
73198_0615;2173E0260369A
73067_0031_00005;2173E0472558D
73054_0657;2173E0608531W
73322_0026;2173E0485082V
73003_0032_00046;2173E0508910H
73015_0960;2173E0854453K
73054_A151;2173E0444718J
73011_90bamq;2173E0541172D
73031_0110;2173E0847062D
73248_0170_00445;2173E0915928V
73065_3330_00062;2173E0931598N
73150_kvobah;2173E0409772H
73257_0514;2173E0971996H
73326_r4yea8;2173E0410605I
73257;2173E0500838V
73101_0060;2173E0966991U
73029_0015_00002;2173E0233729K
73204_0282;2173E0705256B
73087_0490_00036;2173E0247585I
73306_n76pja;2173E0189347K
73008_0360;2173E0071000P
73065_1660_00241;2122E0147926I
73008;2173E0229044F
73296;2173E0475643U
73150_xatf7k;2173E0419798X
73028_0070_00014;2173E0728113E
73285_0018_00004;2173E0105431W
73296_0052;2173E0763345G
73011_1203_00056;2173E0980148V
73051_0310_00961;2173E0890806P
73179_0284_00114;2173E0724561O
73015_0270;2173E0810076P
73104_0950_00733;2173E0481900L
73227_2745;2173E0499254X
73028_0090_00407;2173E0712768Z
73006_1276;2173E1008230X
73179_0565_00114;2173E0241247O
73267_l0k6qi;2173E0556075I
73296_57e066;2173E0988699S
73006_0325;2173E0942780P
73150_xu38lz;2173E0349688J
NA;2173E0150014P
73156_0140;2173E0526157Q
73307_21zjve;2173E0954368H
73257_iuumxl;2173E0288478D
73151_0610_00434;2173E0965653I
73006_jl45pw;2173E0782686D
73065_1650_00006;2173E0737297K
73015_1020_00001;2173E0945443A
73181_1440;2173E0080411O
73008_0220;2173E0787506N
73069_0022_00038;2173E0792574L
73010_0064;2173E0921324J
73065_1790_00031;2166E0689408G
73015_0150;2173E0685830X
73043_0259;2173E0226275S
73227_2605;2173E0202200T
73024_vq25vk;2173E0800935A
73057;2173E0168871W
73304_0455;2173E0255250D
73055_0029;2173E0170980Z
73150_gz2mu8;2173E0177489I
73322_0020;2173E0760109U
73270_3000;2173E0927205O
73306_0525;2173E0770338F
73161_0190;2173E0196854D
73008_1320_00008;2173E0810668J
73150_9pxnjw;2173E0313476P
73054_A061;2173E0208104V
73176_0830;2173E0870080L
NA;2173E0465781M
73008_0940_00198;2173E0890455C
73296_ltbtek;2173E0240721I
73215_0120_00006;2173E0982435U
73235_vrq50k;2173E0414081A
73318_A095;2173E0119874J
73024_bc5zgl;2173E0310056B
73046_0160_00057;2173E0239849U
73269_0310;2173E0824823U
73267_l0k6qi_01710;2173E0602791C
73065_1030_00001;2173E0987910J
73008_1270_00007;2173E0089869I
73040_0040;2173E0179778J
73054_A061;2173E0802582J
73008_1300_00043;2173E0039664J
73065_0030_00068;2173E0629383W
73056_0045;2173E0861750B
73227_2525_00185;2173E0282609K
73128_0236_00194;2173E0941038P
73064_0338_00133;2173E0913663S
73011_0730_00018;2173E0151673K
73015_0960;2173E0379321C
73257_0514;2173E0995957W
73008_1910_00833;2173E0802648X
73243_3800_00028;2173E0435905K
73296;2173E0478513E
73018_0004;2173E0544576B
73235_vrq50k;2173E0168029M
73008;2173E0082523U
73227_2390;2173E0405028V
73010_0075_00248;2173E0728154T
73008_1243_00030;2173E0248580P
73065_0534_00133;2173E0045518N
73064_0302;2173E0795054V
73085_0112;2173E0602347A
73065_2788_00086;2173E0350683Q
73011_1515_00005;2173E0566291G
73296_0035;2173E0460847S
73008_1580_00135;2173E0154481K
73030_0299_00041;2173E0776964B
73257_0474;2173E0703398P
73296_0096;2173E0186260R
NA;2173E0475148T
73150_0823;2173E0138948Z
73008_1820_00066;2173E0753260J
73065_0135_00484;2173E0348873A
73257_iuumxl;2173E0054208T
73257_0010;2173E0341611S
73150_0823;2173E0734729Q
73296_0052;2173E0559774P
73227_2380;2173E0159418H
73296_0035;2173E0762448T
73018_0010_00210;2173E0999613M
73204_0039;2173E0381106T
73054_0012;2173E0102258V
73257_0474;2173E0972230H
73065_2420_00152;2173E0497572F
73064_0338_00133;2173E0534360D
73054_0222;2173E0455760B
73204_hev0w3;2173E0569054N
73242_7bff1n;2173E0642897Q
NA;2173E0054406J
73008_0171;2173E0572815E
73090_0400;2173E0289807G
73323_g35cgz;2173E0178028B
73155_0040_00204;2173E0648206V
73304_0165;2173E0896844V
73054_0225_00110;2173E0723477W
73015_0750;2173E0946972V
73235_658a8w;2173E0305064B
73206_0020_00121;2173E0277066F
73270_0200;2173E0857755K
73318_A080;2173E0803805K
73150_6t9dzu;2173E0685868J
73132_0561;2173E0157526N
73011_1010_00002;2173E0548427E
73053_2770;2173E0666302V
73008_0171;2173E0569840T
73110_0032;2173E0747563G
73103_0105_00600;2173E0879107Q
73065_2420_00176;2173E0164641E
73296_0052;2173E0601548H
73150_656c5k;2173E0232387U
73150_xu38lz;2173E0438464V
73107_w8rito;2173E0979085Y
73232_X002;2173E0371521C
73270_0520;2173E0449479M
73064_0338_00133;2173E0893683G
73307;2173E0191157A
73121_gtm126;2173E0280912D
73296;2173E0476501U
73030_0307;2173E0636001K
73011_1390_00012;2173E0550003U
73197;2173E0789928R
73132_0260;2173E0874612T
73150_5zjee5;2173E0031232B
73227_2380;2173E0512175W
NA;2173E0223356L
73054_A151;2173E0749969U
73029_0050_00025;2173E0703788P
73227_2745;2173E0481953M
73257;2173E0816244V
73227_o1wzae;2173E0133402R
73150_0823;2173E0046727A
73029_0360_00019;2173E0378983C
73015_0960;2173E0145088D
73065_2580;2173E0349744N
73128_0092_00460;2173E0432050D
73215_0300_00003;2173E0766393M
73057_0002;2173E0690446L
73303_0582;2173E0497476N
73211_0137_00316;2173E0619799G
73024_h2odao;2173E0801168Z
73248_0645_00245;2173E0445296P
73296_0039;2173E0276874V
73242_hc0zye;2173E0432196T
73150_0844;2173E0756226L
73065_0770_00343;2173E0830607G
73087_0490_00036;2173E0847248H
73124_0092_01940;2173E0136129O
73006_1276;2173E1008235C
73130_6ug5px;2173E0735874R
73064_0360_02000;2173E0494842F
73186_0020;2173E0492207W
73210_e20a63;2173E0454789S
73282_0550;2173E0676837A
73065_2640;2173E0782264X
73054_A061;2173E0682689C
73057_0002;2173E0620680D
73176;2173E0113072T
73011_0490_00500;2173E0745062B
73017_B111;2173E0298301Y
73304_wqt693;2173E0952256B
73065_2260_00037;2173E0197551Y
73010_5100;2173E0480948V
73064_0440;2173E0190139W
73206_0029;2173E0633649Y
73065_1020_01796;2173E0114131M
73257_iuumxl;2173E0338502D
73054_0020;2173E0915348N
73065_1580_00133;2173E0046254V
NA;2173E0289338F
73257_0433;2173E0813873Q
73227_2020_00034;2173E0616699A
73011_0585_00036;2173E0546451E
73326_0041;2173E0427287Y
NA;2173E0259939M
73054_0234_00557;2173E0600228N
73054_A061;2173E0534860J
73232_A004;2173E0396209Q
73096_1700_00457;2173E0548219E
73065_3440_00024;2173E0925052T
73267_l0k6qi;2173E0556218V
73056_0185;2173E0940050P
73154_0062_01675;2173E0426642D
73294_sp7xt0;2173E0364872J
73054_A061;2173E0515382F
73054_A061;2173E0989711Q
73065_0772_00143;2173E0717074P
NA;2173E0269887C
73024_qv6ogw;2173E0399571Y
73011_0400_00007;2173E0464909Y
73024_3j4gtx;2173E0271745O
73054_A151;2173E0054591M
73051_0299;2173E0609554F
73011_0490_01155;2173E0975297G
73296;2173E0475859C
73139_4xersj;2173E0728124P
73171_0260;2173E0911995O
73008_0380_00006;2173E0037074T
73257_iuumxl;2173E0318817A
73150_0720;2173E0898983C
73054_A061;2173E0535985Q
73296_0091;2173E0610698F
73051_0220_00060;2173E0578296Z
73064_0060_00066;2173E0077658R
73038_0001;2173E0802527G
73257_0433;2173E0654936R
73296_0096;2173E0894869W
73296_0052;2173E0208248J
73011_0450;2173E0903051O
73011_0490_00123;2173E0747179M
73122_0300_00042;2173E0436889G
73057_0002;2173E0226366F
73257_0010;2173E0150311A
73078_0050_00608;2173E1004002H
73006_1276;2173E0031267K
73329_0027_00039;2173E0438293G
NA;2173E0751379A
73235_wm51bu;2173E0314624T
73296_0096;2173E0805884J
73006_1276;2173E1007540J
73214_0050;2173E0631239G
73181_0760_00011;2173E0495922T
73085_0040;2173E0931175G
NA;2173E0421994J
73128_0104_00791;2173E0759414B
73227_1930;2173E0469952X
NA;2173E0361072F
73157_0102_00820;2173E0942507C
73087_0640_00010;2173E0316907O
73222_0030;2173E0547056L
73015_0270;2173E0815412V
73008_0210_00003;2173E0615674P
73065_1980_00041;2173E0566191K
73227_2020_00035;2173E0769142F
73273_2100_00257;2173E0520173M
73150_0871;2173E0067012F
73257_iuumxl;2173E0414268F
73055_0028;2173E0545440H
73057;2173E0099305G
73132_0045;2173E0313107K
73198_0580;2173E0958787G
73054_A151;2173E0062065Y
73011_1203_00056;2173E0521197W
73018_0004;2173E0544547Y
73029_0050_00025;2173E0973744N
73054_A061;2173E0769225K
NA;2173E0750536P
73227_2455_00135;2173E0941022Z
73124_0007;2173E0834741G
73054_0020;2173E0924293O
73318_B081;2173E0815406P
NA;2173E0121090D
73150_0005;2173E0694569A
73181_1440_00271;2173E0322771C
73015_0980;2173E0717803Q
73065_2770_00883;2173E0559974H
73116_0650_00140;2173E0834398B
73107_B588;2173E0453274L
73227_2400_00050;2173E0397856Z
NA;2173E0087620V
73304_0001;2173E0237525K
73151_0029_01255;2173E0790311K
73227_2015_00754;2173E0948196X
73206_0011;2173E0692740R
73065_0590_00458;2173E0168327Y
73150_0872;2173E0037798P
73241_0145;2173E0436433S
73024_vq25vk;2173E0101666B
73002_0189;2173E0641574T
73054_A151;2173E0406097Y
73003_namsn5;2173E0510530P
73309_1000;2173E0329885S
73024_vq25vk;2173E0396320X
73235_hv50iz;2173E0756986R
73227_1960_01056;2173E0250606N
73040_0040;2173E0183703I
73304_0205;2173E0227385K
73204_0050;2173E0147306L
73011;2173E0242895Y
73301_0145;2173E0248614X
73257_0433;2173E0782146J
73032_0310;2173E0879630T
73227_2380;2173E0937776D
73116_0935;2173E0951175M
73290_5uxps1;2173E0834380J
73008_1580_00073;2173E0833345O
73150_uphwn8;2173E0903048L
73236_0973_00164;2173E0377368Z
73087_0150;2173E0963136N
73098_0001;2173E0277731U
73008_1284;2173E0675264N
73257_0010;2173E0151035W
73232_X002;2173E0392918B
73024_qv6ogw;2173E0511649Q
73135_0020;2173E0071394T
73054_A061;2173E0514740N
73176_1580;2173E0681878X
73011_1345_00009;2173E0647770B
73064_a002_00055;2173E0645175G
73300_0300_00008;2173E0413934J
73150_9cuh69;2173E0031190L
73128_0104_00791;2173E0759606L
NA;2173E0197120J
73191_0106_01462;2173E0426476T
73090_x2n99s;2173E0443858H
73257_0010;2173E0298936J
73270_0100;2173E0740610V
73196_0830;2173E0607868J
73130_0110_00072;2173E0207756L
73071_0011;2173E0525808F
73304_0001;2173E0213231A
73301_0065_00247;2173E0372917U
73280_0551;2173E0469681M
73263_0900;2173E0387145A
73064_0220_00121;2173E0904735I
73107_B588;2173E0451884Z
73054_A061;2173E0818075G
73237_hp7epb;2173E0404634R
73296_0052;2173E0445120V
73215_0400_00004;2173E0874798X
73213_0614_00003;2173E0964343Y
73322_0040;2173E0924274V
73064_0338_00133;2173E0515570L
73011_1480_00873;2173E0026131W
73257_s7enzk;2173E0469962H
73114_0490;2173E0789682F
73259_0003;2173E0651271S
73116_0110;2173E0777043C
73188_lm913k;2173E0213776Z
73150_0873;2173E0940353G
73132_0621;2173E0492319E
73235_658a8w;2173E1015048D
73054_A061;2173E0954710L
73222_0375_00121;2173E0266974B
73029_0050_00025;2173E0596486P
73055_0205;2173E0599824Z
73304_0001;2173E0929085W
73157_0253_00090;2173E0360981S
73008_0980_00040;2173E0901028T
73033_0500_00449;2173E0449586P
73050_0300_03450;2173E0794862L
73303_0220;2173E0359682T
73024_vq25vk;2173E0397044T
73093_0012;2173E0040706L
73150_0823;2173E0858417W
73193_0210_00071;2173E0727830H
73206_0064;2173E0556029O
73296;2173E0478675K
73051_0310_00961;2173E0890630V
73017;2173E0921390X
73280_0551;2173E0539996X
73215_0250;2173E0210960R
NA;2173E0529165I
73150_0823;2173E0409616H
73006_0023;2173E0466277O
73002_0100;2173E0297890D
73065_3320;2173E0157585U
73054;2173E0476498R
73008_0790_00015;2173E0185793S
73304_0455;2173E0228046V
73304_edwxla;2173E0803844X
73038_0001;2173E0091663I
73304_0455;2173E0714253C
73150_utyo3b;2173E0425894J
73150_0823;2173E0390896H
73051_0315_01249;2173E0614977U
73227_2605;2173E0250719W
73218_5000_00807_e;2173E0116971S
73064_0338;2173E0665282P
73015_0960;2173E0452681Q
73157_0066;2173E0671011Y
73296_0052;2173E0931338N
73065_2770_00761;2173E0972671G
73257_0433;2173E0781912J
73186_0085_00107;2173E0739646T
73248_0350_00051;2173E0783050D
73248_0015_00058;2173E0792210L
73227_2575_00001;2173E0452679O
73041;2173E0413970T
73180_0060_00242;2173E0682392R
73059_0105_00002;2173E0615603W
73065_0720_00680;2173E0148492B
73013_0200;2173E0757155E
73280;2173E0600149M
73150_grbbbh;2173E0400549O
NA;2173E0750115K
73213_0270_00220;2173E0699289O
73208_0050;2173E0325860X
73303_0124_01105;2173E0620618T
73054_A061;2173E0523790P
73024_l5e7l7;2173E0994408H
73329_0138_00376;2173E0707220P
73227_2425_00009;2173E0848777C
73054_A061;2173E0937537Y
73008_0420_00011;2173E0922689W
73101_sepdt5_00020;2173E0995822R
73054_A061;2173E0472318X
73128_0076_00047;2173E0475842L
73150_xu38lz;2173E0245879S
73330_e5ychk;2173E0425732D
73118_0600;2173E0628403E
73220_9pb20k;2173E0749382F
73054_0012;2173E0639263W
73116_0030;2173E0983765Y
73178;2173E0156147M
73054_0020;2173E0915361A
73132_0520;2173E0973077W
NA;2173E0174073Y
73261_0508;2173E0894256H
73179_0282_00117;2173E0425899O
73280_zeql03;2173E1008660L
73227;2173E0958292F
73051_0295;2173E0060024L
73103_0200_00280;2173E0948747C
73065_1980_00041;2173E0175539I
73057_0002;2173E0690527O
NA;2173E0720037O
73034_0225;2173E0326645C
73087_0290_00001;2173E0596930R
73071_A114;2173E0415311I
73110_0015;2173E0874080H
73329_0008_01160;2173E0514697W
73300;2173E0810944Z
73031_A070;2173E0603223S
73034_0227_02858;2173E0072827W
73157_0055;2173E0347957U
73013_B440;2173E0336533K
73270_1700_00260;2173E0237621C
NA;2173E0066885I
73114_0030_00023;2173E0384345I
73315_0500_00050_b;2173E0893543W
73034_0645;2173E0610715W
73029_0179;2173E0983311M
73064_0338_00133;2173E0554834P
73084_0300;2173E0560956B
73112_0090_00004;2173E0543596J
73015_0150;2173E0994786V
73054_A061;2173E0663754V
73232_A005;2173E0896654N
73197_0060;2173E0470047O
73065_2910_00111;2173E0663242D
73257_s7enzk;2173E0120182F
73296_0052;2173E0945238D
73029_0320_00023;2173E0857715W
73015_0980;2173E0599269Q
73296_0039;2173E0189536R
73094_0490_00253;2173E0567492L
73235_2avqa0;2173E0304845Q
73008_0220;2173E0787494B
73157_0102_00835;2173E0430484X
73257_pwikf3;2173E0293640R
73093_0014;2173E0463238R
73065_0290_00016;2173E0833418J
73006_0825;2173E0298708P
73227_1960_01056;2173E0375168J
73024_l5e7l7;2173E0271586L
73235;2173E0429655A
73008_1600_00050;2173E0859466F
73296_0052;2173E0405241A
73274_0330;2173E0382382V
73054_0060_00121;2173E0682107S
73257_0433;2173E0781640X
73182_0115_00006;2173E0907761S
73132_0045;2173E0003595C
73151_0610_00434;2173E0958052Z
73249_0050;2173E0183376T
73235;2173E0401817I
73181_1440;2173E0834804R
73065_3100;2173E0517105M
73077_0305_00456;2177E0730603C
73150_xatf7k;2173E0364135A
73128_0005;2173E0078007C
73248_0830;2173E0226583O
73303_0290_00001;2173E1001904P
73330_e5ychk;2173E0420207Q
73191_0010_02050;2173E0969522D
73176_0830;2173E0308854V
73187_viuzn8;2173E0471832F
73054_A151;2173E0185059M
73176_0090;2173E0921920H
73304_0001;2173E0225329I
73248_0280_00245;2173E0605830Z
73322_0040;2173E0690803E
73317_0365;2173E0156753U
73227_2605;2173E0232947I
73085_0180;2173E0147872F
73132_0621;2173E0954023A
73008_0690_00018;2173E0103075G
73015_0980;2173E0371582L
73200_0010;2173E0664734N
73150_grbbbh;2173E0400791W
73008_1320_00002;2173E0348371S
73032_0072;2173E0572734B
73121_0204;2173E0958872N
73303_0254;2173E0571830H
73054_0210_00028;2173E0270841U
73326_0041;2173E0448183Q
73296;2173E0476549Q
73317_0153;2173E0495504R
73150_t8wpp0;2173E0456326V
73182_0008_00356;2173E0799722J
73274_0550_00631;2173E0643778N
73150_0823;2173E0321866H
73116_0420;2173E0933920V
73132_0127;2173E0993682J
73054_A151;2173E0539475W
73257_0335;2173E0759217M
73176_1200;2173E0641705U
73150_0823;2173E0640342J
73011_0080;2173E0699521M
73011_1012_00490;2173E0770572F
73274_0440;2173E0143640L
73101;2173E0697610Z
NA;2173E0089080Z
73150_0766;2173E0906647W
73218_2455_00298;2173E0791822N
73008_0420_00119;2173E0049780L
NA;2173E0089077W
73043_0268_00158;2173E0282684H
73176_0090;2173E0396178L
73011_0940_00031;2173E0530122D
73008_1890_00011;2173E0313950V
73159_0365;2173E0960023U
73051_0050_01531;2173E0952836J
73132_0260;2173E0869467W
73304_0455;2173E0545884J
73129_0095;2173E0452966P
73326_0790;2173E0424251E
73051_0060_00126;2173E0561688F
73227_2025_00523;2173E0342374B
73296_0052;2173E0219652Z
73307_21zjve;2173E0869847M
73065_2900_00492;2173E0280502J
73022_0080_00129;2173E0204893I
73006_1228;2173E0435360L
73213_0050;2173E0487642H
73010_0064;2173E0454960H
73024_B071;2173E0143779U
73018_0024;2173E0637420Z
73018_0004;2173E0544494X
73054_A151;2173E0163323M
73296_57e066;2173E0988734B
73056_0045;2173E0034484D
73098_0310_00166;2173E0375097Q
73218_2455_00298;2173E0784917Y
NA;2173E0170356Z
73065_2770_00166;2107E0198770H
73059_0095;2173E0572295E
73011_0585_00036;2173E0467711S
73257_0293;2173E0811741Q
73057_0002;2173E0851152L
73008_0680_00006;2173E0120324R
NA;2173E0478169Y
NA;2173E0695547Q
73054_0230_00131;2173E0787927S
73065_3780_00462;2173E0824406T
73065_0030_00070;2173E0623929C
73210_e20a63;2173E0484247S
73124_0430_00220;2173E0943285A
73285_0012;2173E0693389Q
73085;2173E0182837A
73065_0250;2173E0054915Y
NA;2173E0426774F
73205_0140;2173E0677294P
73005_0070;2173E0433840Z
73107_w8rito;2173E0672709G
73176_0550;2173E0645197C
73054_A151;2173E0916880L
73011_0510_00008;2173E0916017G
73150_97vhzv_00417;2173E0251299E
73011_0490_00500;2173E0726658F
73303_q4hqtw_00111;2173E0993346L
73011_0250_00231;2173E0276050D
73056_0220;2173E0844966N
73206_0003_00023;2173E0244263O
73179_0112;2173E0741701U
73132_0625;2173E0462703C
NA;2173E0385282J
73087_0490_00097;2173E0220331C
73235_aqbyw6;2173E0220051I
NA;2173E0071603U
73261_0508;2173E0894261M
73303_0390_00018;2173E0067659C
73235_0bso0i;2173E0094308B
73304_0001;2173E0989666X
73141_ol5xsr_00432;2173E0452946V
73151_1160_00001;2173E0346067C
73303_0117_00083;2173E0869683E
73232_A005;2173E0431358N
73171_0383;2173E0789489U
73179_0565_00114;2173E0245571W
NA;2173E0093414R
73248_0560_00411;2173E0557400H
73144_0140;2173E0477211C
73008_0400_00011;2173E0355096J
73015_0060_02035;2173E0865461U
73150_xatf7k;2173E0189978R
73300_0040;2173E0750426J
73150_xu38lz;2173E0438177U
73270_0152_00110;2173E0089944F
73307_7m7cnb;2173E0990040H
73257_0514;2173E0776368D
73232_A004;2173E0396173G
73176_0200;2173E0558204F
73094_0490_00253;2173E0579665Q
73031_0150_00171;2173E0832635G
73015_0150;2173E0711994F
73296_uf2qql;2173E0281824F
73280_0551;2173E0590869O
73116_A057;2173E0965741S
73300_0048;2173E0273662H
NA;2173E0270947W
73065_1980_00011;2173E0618327Q
73317_0365;2173E0329188X
73179_0602_00181;2173E0253802L
73054_0070;2173E0951322D
73296_0052;2173E0945226R
73024_bc5zgl;2173E0297872L
73015_0960;2173E0703558T
73176_1580;2173E0318091C
73006_0033_00288;2173E0730068J
73057_0002;2173E0670064N
73296_ltbtek;2173E0291997M
73011_0080_00092;2173E0453067M
NA;2173E0099268V
73150_xu38lz;2173E0276442F
73282;2173E0168148B
73024_vq25vk;2173E0428016Z
73150_9pxnjw;2173E0297349I
73051_0330_00091;2173E0724806Z
73050_0300_03450;2173E0795712D
73197_0120;2173E0645706R
73036_0080_00248;2173E0326122Z
73253_1550;2173E0624802R
73064_a002_00055;2173E0646656F
73051_0120;2173E0457041I
73008_0720_00005;2173E0707199U
73008_0675_00001;2173E0304940H
73227_2015_00754;2173E0948192T
73307_8sopvs;2173E0714417K
73304_0455;2173E0254953S
73303_q4hqtw_00111;2173E0993343I
73031_0097_00164;2173E0414619S
73025_3000_00170;2173E0927648P
73150_xatf7k;2173E0209198X
73231_0035;2173E0151948Z
73300_0240;2173E0164963O
73257_0433;2173E0575815O
NA;2173E0326884H
73179_0565_00114;2173E0245172N
73054_0204;2173E0313280B
73011_0940_00052;2173E0980151Y
73255_0030;2173E0514241I
73124_0130;2173E0612655M
73054_A061;2173E0516356R
NA;2173E0655584P
73011_0940_00047;2173E0265745U
73330_ixqiun;2173E0501846P
73223_0310;2173E0469446L
73296_0003;2173E0232535M
73235;2173E0529666P
73227_v1kg3l_00008_b;2173E0851586D
73011_0080;2173E0695365Q
73232_B127;2173E0944177I
NA;2173E0260235W
73054_0150;2173E0730332N
73076_9ednm9;2173E0421631K
73054_A151;2173E0317524H
73296;2173E0478863Q
73059_0075_00003;2173E0713267E
73015_0980;2173E0334914D
73235_vrq50k;2173E0217581I
73008_1320_00020;2173E0161979U
73006_0804;2173E0863483S
73318_A080;2173E0068283C
73263_0166;2173E0366403G
73294_g29z4y;2173E0257869W
73215_0010_00001;2173E0984389Y
73179_0664_00095;2173E0658613C
73008_1320_00008;2173E0809182F
NA;2173E0394345Y
NA;2173E0475951Q
73157_0066;2173E0073339O
73065_2770_00171;2173E0153813S
73050_0300_03450;2173E0794857G
73003_0042;2173E0074452J
73296;2173E0476235O
73227_1980;2173E0223370Z
73232_B055;2173E0748109G
73054_0090;2173E0178742N
73181_0680;2173E0937181G
73065_2770_00661;2173E0748132D
73065_0490_00043;2173E0730458J
73304_0001;2173E0972746D
73296_0039;2173E0276945O
73286_1000;2173E0845526B
73303_0390_00018;2173E0067764D
